-60,0
0,0
0,38
-60,38
-60,0

-45.8604,45.3958
-14.1396,30.6042
40.8008,148.424
9.07999,163.216
-45.8604,45.3958

11.5346,167.069
38.3462,144.571
121.909,244.157
95.097,266.655
11.5346,167.069

98.4652,269.741
118.54,241.071
192.264,292.693
172.189,321.363
98.4652,269.741


0.0100002,0
60.01,0
60.01,38
0.0100002,38
0.0100002,0

26.9712,55.2341
33.0488,20.7659
161.074,43.3401
154.996,77.8084
26.9712,55.2341

146.786,73.98
169.284,47.1685
268.87,130.731
246.372,157.542
146.786,73.98

242.465,135.387
272.776,152.887
227.776,230.829
197.465,213.329
242.465,135.387

