-20,20,-45,-60,40,50
-20.0311,19.9751,-45.1618,-59.6141,39.2219,49.5332
-19.5263,19.5624,-44.7872,-59.4593,38.9649,48.9464
-18.9403,19.4905,-44.7457,-59.7498,38.2647,49.2206
-18.6752,19.1436,-44.9099,-59.0524,37.7419,49.0705
-18.6305,18.6553,-45.1304,-59.0232,36.9424,49.3372
-18.9245,18.6998,-45.0295,-59.0646,36.2945,48.6444
-18.4806,18.3432,-44.614,-58.6119,35.8738,48.2963
-17.9431,18.4884,-44.2512,-58.2913,36.0012,47.6335
-18.3388,18.1786,-44.4286,-57.669,36.0461,47.0619
-18.7734,18.6018,-43.9704,-57.4152,36.1893,46.4813
-18.66,18.245,-43.3377,-57.0239,35.6557,46.334
-19.0694,18.5382,-42.9841,-56.2501,35.802,46.3712
-19.4152,18.7417,-42.264,-56.3381,35.2448,46.3244
-19.0978,18.1588,-41.6772,-55.9481,35.2357,46.0735
-19.5129,17.719,-41.7099,-56.13,34.5685,45.6798
-19.4819,17.054,-41.3062,-56.1153,34.0215,45.3726
-19.7191,17.0178,-40.391,-56.2932,33.7618,45.2977
-20.185,16.353,-39.9552,-56.2446,34.0264,45.0171
-19.5534,15.8572,-39.7651,-56.3681,33.9608,44.4698
-19.2354,15.257,-39.1254,-56.2744,34.2644,44.6388
-18.7876,14.6904,-38.8195,-55.7076,34.2912,44.8895
-18.325,14.3047,-38.4624,-55.1692,33.8785,44.6671
-17.6511,14.1332,-37.8818,-55.0174,33.5088,44.8073
-17.5499,13.5706,-37.3034,-54.5357,33.5976,44.4931
-17.0882,12.9498,-36.7821,-54.6058,33.9301,44.6123
-16.6372,13.0615,-36.2308,-54.1717,33.9982,44.0764
-16.639,13.0366,-35.6348,-53.8464,33.4132,43.6336
-16.212,13.3288,-35.071,-53.6047,33.3671,43.0387
-15.4546,13.08,-35.216,-53.3261,33.6914,42.6378
-14.9883,12.8339,-34.4988,-53.5624,33.448,42.9421
-14.9563,12.4334,-33.961,-53.6129,32.9265,42.4179
-15.1395,11.6985,-34.0451,-53.8064,32.607,41.8889
-15.3804,11.0439,-33.8199,-53.1941,32.3596,41.7256
-15.4412,11.2524,-33.5554,-52.3201,32.0538,41.8854
-15.0841,11.1719,-33.1811,-51.8966,31.552,41.3425
-14.7876,11.0606,-32.8583,-51.5425,30.9556,40.7818
-14.923,10.7567,-32.2618,-50.9376,30.5478,40.748
-14.9921,10.2663,-31.6313,-50.4621,30.2858,40.9978
-14.2803,10.2993,-31.4245,-50.4309,29.8511,40.4884
-13.8272,10.6805,-31.0334,-50.5599,29.2004,40.2512
-13.4861,10.2763,-30.3913,-50.8127,29.4984,39.8572
-13.6252,9.84034,-29.9206,-50.2035,29.1559,39.5733
-13.7777,10.1313,-29.5791,-50.3947,29.2335,38.7172
-13.4358,9.86978,-29.6454,-49.7628,28.9968,38.1214
-13.4755,10.5231,-29.518,-49.2518,28.7272,37.6507
-13.7585,10.9407,-28.8901,-49.2558,29.0467,37.1514
-14.0931,11.1667,-28.3155,-48.6201,29.1378,36.8442
-13.528,11.1882,-27.8107,-48.3931,28.5501,37.0128
-14.0453,11.4816,-27.346,-48.082,27.9844,37.1292
-13.9959,11.3861,-26.7599,-47.5683,27.433,37.407
-13.6737,11.5317,-25.8777,-47.7372,27.669,37.5193
-13.7643,12.0794,-25.246,-47.9156,27.3111,37.155
-13.7866,12.3973,-24.6063,-47.3688,26.9097,36.9842
-13.6502,11.9878,-24.1478,-46.7261,27.2155,36.673
-13.7245,12.1444,-23.6775,-46.2043,27.0337,36.0071
-14.15,11.9831,-23.1523,-45.802,26.4377,36.007
-13.809,11.722,-22.6958,-45.1594,26.7509,35.6972
-14.0206,12.0799,-22.2007,-44.4458,27.006,35.7852
-14.4134,11.6502,-21.8368,-43.7842,27.151,35.5206
-14.56,11.9106,-21.1747,-44.0314,27.6851,35.8756
-14.1403,12.3269,-20.7505,-43.4186,27.5634,35.5921
-14.5605,12.1678,-20.5162,-42.7482,27.0438,35.746
-14.7414,12.4084,-19.8515,-42.5908,26.4139,35.5314
-14.2198,12.6134,-19.4329,-41.9821,26.6188,35.218
-13.6808,12.9762,-18.9517,-41.5508,26.2429,35.0808
-13.1777,12.4097,-18.3461,-41.6767,26.3257,34.8896
-13.1031,12.1137,-17.6198,-41.1753,26.4531,35.2238
-12.4653,12.1216,-16.9597,-41.4745,26.1925,35.213
-12.3113,11.6087,-16.4999,-41.3466,25.6845,34.7362
-12.3166,11.4792,-15.919,-41.4297,24.915,34.5199
-11.8889,11.6118,-15.457,-40.9597,24.744,33.9404
-11.7829,12.0487,-14.8061,-40.7892,24.9379,33.3858
-11.0796,12.1893,-14.1661,-40.5722,25.1075,33.376
-10.5788,12.5649,-14.0909,-39.9303,25.0525,32.9431
-10.2391,11.9731,-13.8082,-39.3123,24.806,33.0515
-9.99668,12.4421,-13.6577,-38.4912,24.9281,33.1491
-9.65625,12.6765,-13.5695,-37.8837,24.465,32.6614
-9.88339,12.9409,-12.8091,-37.6675,24.0798,32.9858
-9.92185,12.9358,-12.313,-36.9884,23.5876,32.7643
-9.48796,12.8806,-12.6801,-36.3976,23.0191,32.8059
-9.32375,12.5091,-12.3246,-35.6864,23.3986,33.0483
-8.74601,12.8253,-12.1166,-35.0564,23.2146,33.3519
-8.86873,12.5129,-11.7938,-34.8388,22.3601,33.2766
-8.80459,13.1912,-11.1247,-34.6038,22.4081,33.1017
-8.39613,13.0327,-10.8353,-34.0546,21.8285,32.8072
-8.09228,12.6233,-11.0152,-33.42,21.3075,32.624
-7.75953,12.0926,-10.6618,-32.8323,20.9842,32.8053
-7.98745,11.5653,-10.6467,-32.1366,20.5991,32.999
-7.78758,11.095,-10.1159,-31.7491,20.5685,32.4458
-8.25775,10.729,-9.56705,-31.8941,20.024,32.2835
-7.69134,10.3788,-9.25353,-32.3005,19.6007,31.946
-7.85202,9.89972,-9.03832,-32.2221,19.0272,31.3432
-7.90189,9.73831,-8.55136,-32.0581,19.2054,30.5212
-7.94614,9.30485,-7.85079,-31.8182,19.5014,30.1039
-7.39892,8.81897,-7.41363,-31.6463,19.902,29.8151
-7.28355,8.43557,-6.79421,-31.0917,20.1944,29.5643
-6.75916,7.97341,-6.56231,-30.7821,20.4158,29.005
-7.27005,7.81034,-6.34969,-30.4505,20.831,28.3847
-7.03391,7.28747,-6.06449,-30.3985,20.9695,27.6313
-7.42217,7.43452,-5.88279,-29.8326,21.1251,26.9603
-6.88182,7.11432,-5.5583,-29.3075,21.009,26.501
-6.57848,6.74183,-5.77756,-28.6093,21.3874,26.2002
-6.14855,6.32493,-5.66558,-28.974,21.3988,25.4962
-5.6335,6.33062,-5.19671,-28.8732,21.7155,24.8603
-6.09859,6.23313,-5.19538,-28.1529,21.8875,24.3851
-6.21294,6.30525,-5.16909,-27.4936,21.9625,23.6498
-5.65337,6.3116,-4.66477,-27.1965,21.8349,23.0771
-6.04363,6.50046,-4.40608,-26.7563,21.4988,22.415
-5.60403,6.48541,-3.84393,-26.9022,21.0023,21.943
-6.04812,6.52962,-4.00552,-26.6465,20.6976,21.1579
-5.82463,6.57131,-3.55346,-26.2913,20.1747,20.571
-6.37508,6.42321,-3.2613,-26.2344,19.6311,20.0316
-5.74637,6.07729,-3.14013,-25.8824,19.2017,19.629
-5.15878,5.71568,-3.52962,-25.6033,18.8834,19.1896
-5.62841,5.34963,-3.66309,-25.5829,18.6427,18.4351
